8 7 5 5 2 1 5 1 1 9 6 2 5 22 11 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
6 2 6 16 14 2 2 13 1 1 2 1 10 2 11 11 2 1 12 30 3 12 2 31 21 2 13 3 13 2
2 23 5 6 2 2 4 1 4 2 9 6 23 2 2 6 5 23 2 5 4 1 2 11 11 21 14 1 4 2
5 2 11 2 23 7 4 2 6 5 8 2 2 23 6 1 2 13 13 16 2 2 14 10 29 2 3 14 3 2
23 5 6 2 2 1 5 5 2 25 23 7 23 2 2 5 22 2 5 10 2 11 96 96 96 96 96 96 96 96
6 9 13 2 2 15 13 17 3 1 3 2 2 13 10 2 2 11 96 96 96 96 96 96 96 96 96 96 96 96
6 12 19 18 4 5 19 40 8 2 40 7 18 1 9 19 18 4 5 19 40 5 2 5 10 1 40 4 40 5
6 2 6 10 23 2 2 6 10 4 2 1 10 3 2 27 2 13 16 13 2 13 3 1 2 2 3 22 30 2
2 14 30 16 2 14 13 1 9 6 10 2 26 13 10 2 3 10 2 13 10 1 25 9 1 3 2 13 3 13
6 12 19 2 2 13 6 5 2 25 23 5 6 2 2 13 6 5 2 25 23 5 6 2 2 1 5 5 2 25
11 11 4 10 3 2 3 1 3 13 10 16 2 16 13 16 29 16 14 2 16 14 13 14 10 3 2 13 3 1
10 2 5 4 1 2 14 13 3 1 3 9 2 4 9 1 3 9 6 2 23 5 6 4 5 5 2 5 10 96
3 13 14 2 9 10 3 2 2 13 14 16 2 4 10 16 2 2 29 16 14 2 14 22 2 2 13 22 2 13
17 18 23 10 2 7 19 2 15 6 17 18 5 10 2 8 19 18 6 5 19 40 8 2 40 8 40 7 40 7
61 2 2 18 18 60 7 12 8 12 23 12 5 12 6 12 4 12 9 12 1 12 3 19 2 31 21 2 18 13
10 2 2 21 6 10 14 10 2 14 14 3 14 2 2 6 14 14 3 2 14 10 3 14 2 2 16 22 16 2
6 2 23 22 2 2 7 23 6 2 1 3 1 2 2 9 10 4 2 5 10 23 2 2 8 23 5 2 6 4
9 3 15 3 17 1 9 4 2 6 23 6 6 23 1 2 6 23 1 6 5 23 2 8 10 2 14 15 14 17
19 2 2 3 6 2 2 13 6 3 6 18 18 22 13 14 16 19 2 18 3 9 19 2 1 9 4 6 1 13
2 14 29 14 2 13 3 1 2 2 3 1 9 2 1 10 4 2 2 6 23 7 2 7 8 23 2 2 6 10
2 27 2 13 1 9 2 1 10 3 2 11 10 2 13 1 9 2 1 10 4 2 11 21 6 1 13 2 6 1
2 14 3 9 3 2 2 1 13 3 9 2 1 10 2 11 11 21 9 1 2 2 3 13 3 1 2 9 10 4
2 2 1 33 2 1 3 2 2 13 33 2 3 1 2 2 3 10 2 1 33 2 31 21 2 13 33 2 14 13
2 44 13 2 62 69 3 2 62 78 43 3 2 69 3 16 36 1 2 37 16 62 3 36 2 1 57 13 13 3
1 10 2 3 10 2 1 2 9 2 2 4 10 2 6 10 2 3 2 3 2 48 51 11 41 24 13 2 3 2
9 2 1 13 2 2 3 1 9 2 1 3 2 2 13 14 2 2 3 9 6 2 6 10 2 6 10 2 11 96
6 2 5 6 4 2 9 4 6 2 1 10 6 2 2 1 13 3 2 1 6 4 2 2 9 1 3 2 13 3
13 20 3 2 2 1 22 2 28 2 2 6 10 2 6 5 2 2 18 23 5 19 2 40 6 40 4 2 2 26
3 13 3 2 3 1 4 2 2 1 3 13 2 14 10 2 3 2 2 13 1 1 2 16 1 1 2 2 13 16
6 2 2 5 6 5 2 5 6 9 2 1 22 2 1 9 6 2 2 9 1 9 2 9 6 9 2 2 1 9
2 6 1 9 2 27 2 4 5 5 2 5 2 11 10 2 4 5 5 2 5 10 2 11 21 14 2 2 14 1
10 2 3 13 3 1 2 15 3 17 1 9 1 4 6 25 5 2 6 10 11 6 9 3 3 2 9 3 3 18
9 2 1 10 2 4 6 4 9 2 1 9 4 6 23 7 2 7 10 11 96 96 96 96 96 96 96 96 96 96
2 14 2 14 10 2 3 13 22 2 3 10 2 1 5 10 2 14 2 14 22 25 13 16 13 2 14 22 16 29
1 2 1 6 23 7 23 6 2 1 6 23 5 10 8 2 8 23 8 5 10 8 2 8 23 8 1 25 9 1
3 4 1 4 2 6 5 6 4 5 8 2 8 23 5 4 5 6 2 4 10 2 13 14 3 13 2 14 13 3
10 4 11 14 13 14 2 3 1 9 2 4 6 5 14 13 14 2 3 13 14 2 16 10 13 14 13 14 2 3
13 2 14 13 14 16 13 1 2 6 23 7 13 3 13 2 14 13 14 7 23 6 2 39 4 10 6 13 3 13
9 20 8 8 7 20 8 7 2 7 10 11 6 1 20 9 1 2 3 9 6 1 20 9 1 2 3 9 6 26
10 3 1 4 5 2 6 10 9 4 6 5 2 6 23 7 7 10 7 2 7 8 5 4 6 5 2 6 23 7
2 8 10 2 23 2 2 2 2 2 5 22 2 2 2 2 5 22 2 2 2 6 4 6 2 2 6 4 9 2
18 4 12 9 12 1 19 4 2 9 6 21 23 6 5 5 2 5 10 11 96 96 96 96 96 96 96 96 96 96
12 1 12 19 2 2 9 9 6 2 1 9 4 2 2 6 5 8 2 8 10 2 18 9 12 1 12 19 2 3
12 9 12 19 1 10 21 3 2 1 4 14 4 6 6 2 6 10 11 11 3 16 25 14 16 2 16 10 3 16
8 2 7 4 47 5 47 6 47 10 8 2 8 7 8 7 4 47 5 47 2 6 47 10 2 4 11 11 9 4
1 4 1 3 1 4 2 5 4 1 14 13 3 2 1 4 1 3 9 6 2 6 10 2 18 3 12 13 12 19
7 2 5 10 6 2 2 4 5 5 2 5 22 2 24 21 96 96 96 96 96 96 96 96 96 96 96 96 96 96
2 6 23 6 6 23 6 2 6 10 1 4 5 4 2 4 5 4 4 5 4 2 4 9 1 6 23 6 2 4
13 14 21 2 3 13 14 3 13 1 2 1 3 13 14 13 14 2 3 16 14 13 1 1 2 1 10 13 14 13
7 5 5 2 4 6 4 9 6 5 2 23 5 6 7 5 5 2 4 6 4 9 6 23 2 5 10 5 7 5
23 7 8 2 23 10 2 1 9 6 5 2 23 5 6 15 4 17 6 5 5 2 5 10 11 6 4 20 9 4
18 8 7 19 8 6 6 5 2 6 4 9 1 3 13 3 9 2 1 10 18 9 1 19 3 16 16 29 2 16
10 2 2 14 13 3 14 2 13 3 25 1 13 2 3 10 2 4 6 2 5 23 8 5 2 4 47 10 2 25
6 10 18 6 2 4 19 5 8 23 8 7 2 23 6 18 23 5 19 4 5 2 23 6 23 8 10 8 2 18
3 2 3 9 6 2 2 4 10 4 2 4 9 1 2 2 3 13 14 2 16 14 16 2 11 96 96 96 96 96
13 2 2 3 10 2 9 33 2 41 10 2 8 23 5 8 2 2 41 10 2 9 33 2 16 10 2 14 10 2
23 18 1 12 3 12 1 19 9 2 1 6 23 1 9 1 2 3 13 14 13 1 1 2 1 10 11 11 14 18
14 2 13 3 1 1 3 13 2 14 10 1 4 9 1 2 3 9 6 5 20 6 5 2 5 10 11 48 10 2
1 9 4 9 22 2 4 10 6 11 48 10 2 5 4 1 2 14 1 4 1 3 1 21 1 4 6 5 8 7
13 14 2 16 14 13 2 14 10 2 28 11 10 5 22 2 5 23 5 2 4 9 1 3 13 14 2 16 14 13
10 2 5 6 2 4 33 2 9 10 2 1 10 2 4 10 2 6 22 2 5 2 23 10 2 6 10 2 5 10
9 6 5 23 10 7 2 7 8 7 23 10 6 2 5 8 7 6 4 6 2 9 6 5 6 4 6 2 6 10
5 4 5 4 2 1 9 4 9 4 9 2 6 1 9 4 5 5 2 5 10 11 11 14 14 1 14 2 14 1
2 3 2 18 3 13 19 40 14 1 10 2 1 2 16 13 1 3 10 9 2 1 10 14 3 9 10 28 10 3
12 13 12 3 1 30 2 2 1 6 4 2 1 22 2 2 6 4 1 2 4 6 5 2 6 5 23 2 1 28
9 3 16 9 2 4 6 25 5 25 23 2 8 10 2 6 33 2 9 10 2 4 10 2 6 10 3 10 2 16
2 2 18 22 3 13 3 2 18 22 1 9 4 2 6 22 14 2 2 13 20 3 1 20 4 2 18 22 6 4
1 3 2 3 9 6 1 20 13 16 2 16 13 1 18 13 1 3 2 3 16 14 15 14 17 13 3 13 2 1
9 6 6 6 10 4 4 5 4 2 4 9 1 6 23 7 2 7 23 6 1 9 1 2 3 13 14 13 1 1
9 4 6 5 2 6 5 8 5 6 4 2 5 8 7 18 7 12 8 12 23 19 40 7 2 18 7 12 8 12
2 4 20 1 1 20 3 1 10 14 20 3 2 2 1 20 4 18 22 4 6 5 6 10 6 20 4 2 2 9
10 4 2 4 10 6 2 4 9 1 11 11 23 6 23 2 1 6 23 2 1 6 5 23 6 23 2 1 6 23
6 8 25 23 2 25 5 6 4 2 2 34 62 36 34 9 10 3 2 1 4 25 5 2 2 6 4 6 2 6
33 2 11 2 18 18 83 23 5 6 4 9 19 2 2 1 22 3 2 13 10 14 10 2 2 18 16 22 14 19
22 2 1 9 6 2 2 1 3 1 2 1 9 6 2 2 6 4 6 2 6 5 8 2 2 6 4 6 2 6
10 8 6 10 1 2 23 7 23 2 23 7 23 4 6 4 2 8 10 23 2 5 10 8 11 11 7 10 1 2
6 34 2 2 2 53 34 54 1 22 2 6 23 7 8 10 23 2 5 10 2 6 4 5 4 2 4 9 1 6
16 10 29 2 2 16 13 1 2 16 13 16 2 2 14 3 3 2 3 9 1 2 3 10 13 2 3 9 6 2
6 4 2 2 9 22 2 9 3 1 2 2 9 6 5 2 9 6 5 2 6 22 2 6 4 6 2 2 5 8
2 6 4 9 2 4 6 5 2 2 6 5 23 2 5 23 7 2 8 4 47 8 2 8 23 5 2 2 23 8
10 2 1 3 13 2 14 10 6 2 24 21 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
2 2 1 22 2 6 23 8 2 2 7 23 6 2 1 6 23 2 2 6 4 6 2 6 4 26 9 2 4 22
5 4 6 2 5 10 4 2 6 23 7 2 6 23 7 2 2 5 4 6 2 5 10 4 2 1 3 13 2 14
10 3 1 9 4 2 9 10 1 3 1 9 2 4 6 5 18 15 9 17 4 10 19 6 2 6 10 11 96 96
8 5 10 2 5 10 2 5 10 11 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96 96
16 19 29 14 29 2 16 13 18 16 14 19 13 3 2 18 1 4 19 5 8 9 4 2 6 21 5 18 6 4
3 10 13 2 2 3 10 1 2 4 10 9 2 2 1 10 3 2 1 9 4 2 2 6 22 30 2 6 10 4
13 2 18 14 13 19 40 3 40 1 18 1 12 3 12 1 12 9 12 19 2 6 10 2 6 2 18 6 26 4
19 40 6 40 5 2 2 18 40 5 33 2 40 5 10 19 2 2 18 7 8 7 4 47 19 2 7 10 7 10
1 2 1 9 1 2 2 13 1 1 2 1 10 3 2 2 13 3 13 2 1 3 13 2 2 14 13 14 2 3
3 13 2 14 16 14 13 3 1 2 14 10 4 1 3 13 2 14 16 14 13 3 1 2 9 6 23 1 3 13
13 3 2 13 1 13 18 3 12 13 12 14 19 18 3 2 1 19 4 5 4 10 1 2 9 4 21 6 4 5
3 2 2 13 3 1 2 3 13 1 2 2 9 4 6 2 4 6 5 2 2 6 23 7 2 7 22 2 11 96
2 2 6 4 23 2 5 10 7 2 2 8 23 5 2 6 7 23 2 2 5 7 4 2 7 6 7 2 11 10
7 2 2 5 6 4 2 6 10 6 2 2 6 4 6 2 23 8 7 2 2 5 6 4 2 6 4 25 9 2
18 1 12 9 12 19 4 5 5 2 7 5 5 4 5 4 2 1 9 4 9 6 6 2 23 6 6 9 6 9
6 18 7 15 23 17 8 7 19 2 18 7 15 23 17 8 7 19 18 7 15 23 17 8 7 19 21 2 18 7
6 4 6 4 2 5 4 5 6 23 7 2 23 10 2 5 6 5 6 2 13 3 1 9 6 5 2 23 5 6
31 21 4 9 4 2 18 15 9 17 4 19 6 5 6 4 6 2 6 4 9 1 9 6 2 18 15 4 17 6
12 10 3 22 12 10 13 12 10 14 22 12 10 3 12 10 1 22 12 10 4 12 10 2 5 22 12 10 6 12
6 2 6 10 2 1 14 13 3 2 1 4 1 3 1 9 2 4 9 1 7 8 5 2 6 5 6 4 5 5
13 3 2 3 25 13 14 1 4 5 2 5 25 23 5 8 6 6 2 6 25 5 6 15 1 17 9 4 6 2
22 2 8 23 5 2 7 5 23 2 2 8 23 5 2 4 5 5 2 2 7 5 6 2 4 6 4 2 2 9
13 44 44 62 34 40 2 65 62 2 72 16 73 2 16 37 52 44 2 36 3 37 16 62 3 2 62 44 2 62
13 13 2 6 3 3 2 2 9 1 3 2 6 9 3 2 2 13 10 16 2 14 13 3 2 2 21 13 16 16
39 4 10 2 18 6 5 19 2 2 6 1 1 9 2 6 4 6 23 2 2 5 23 5 6 2 39 4 10 2
2 18 14 4 19 2 2 18 9 4 19 2 6 10 2 2 18 4 5 19 2 18 40 8 40 8 2 40 8 10
19 2 18 16 20 14 19 2 2 13 10 2 53 3 22 2 1 2 2 1 33 2 18 1 3 12 13 12 19 2
3 10 1 14 10 1 2 3 10 1 4 22 2 6 10 4 5 10 6 2 4 5 8 7 10 8 2 5 10 6
8 5 2 4 5 8 2 2 23 5 23 2 23 10 5 2 8 5 4 2 3 4 5 2 2 9 6 23 2 4
13 14 13 2 13 26 3 1 9 1 26 3 2 13 3 1 9 6 23 2 5 10 1 14 16 14 2 14 13 26
4 5 5 2 46 5 10 11 28 4 1 1 2 1 4 5 4 1 1 2 1 10 5 4 1 1 2 1 4 5
10 4 12 10 2 6 22 12 10 5 12 10 8 22 12 10 23 12 10 5 22 12 10 4 12 10 1 22 12 10
1 3 2 28 2 9 2 3 2 28 2 13 15 16 17 14 13 3 2 1 10 13 14 13 3 2 1 9 4 3
43 52 2 44 13 2 42 9 44 62 52 2 81 3 3 37 52 47 2 44 36 2 41 44 78 43 62 36 73 21
2 2 16 14 16 2 29 14 3 2 2 1 14 14 2 29 14 14 2 2 16 10 16 2 16 14 3 2 2 1
16 2 2 29 14 3 2 3 1 4 2 1 3 13 2 16 13 16 2 2 29 14 29 2 16 10 14 2 2 13
23 10 6 2 6 4 6 2 6 4 6 23 10 6 2 6 4 6 2 1 10 13 23 10 6 2 6 4 6 2
13 3 1 2 9 20 26 4 6 2 2 6 22 2 6 10 2 11 2 21 9 2 2 6 4 9 2 23 10 9
4 2 6 10 18 22 6 30 4 30 9 1 9 1 13 2 3 1 4 6 1 13 16 13 2 14 13 14 3 16
16 18 14 13 19 3 1 2 18 9 4 19 6 1 4 5 2 5 4 18 1 9 19 6 23 2 18 6 4 19
2 1 9 1 3 9 6 2 6 10 2 18 16 12 14 12 19 48 27 2 13 14 13 2 13 3 1 3 13 3
9 1 3 20 13 1 2 9 20 4 6 4 20 9 1 2 3 9 6 1 22 30 1 2 28 16 12 10 14 12
19 2 5 23 5 18 13 12 14 12 13 12 25 3 12 13 19 2 23 5 6 13 3 1 2 18 3 12 13 12
14 2 2 3 1 9 2 4 6 4 2 2 5 4 5 2 4 10 14 2 2 3 1 9 2 4 6 5 2 2
14 13 2 1 10 1 10 1 3 13 14 2 16 29 16 14 13 14 16 13 2 14 16 14 3 13 10 3 1 2
6 2 6 4 1 3 13 3 2 3 1 4 1 4 5 2 5 4 1 3 13 3 2 3 1 4 3 10 6 2
19 1 3 2 2 18 26 13 1 19 9 6 2 18 4 5 19 2 5 2 28 2 14 13 14 16 2 14 10 2
13 14 3 16 16 2 16 10 18 14 12 16 12 19 29 14 3 2 3 1 4 18 15 9 17 4 19 6 6 2
3 12 1 12 9 12 19 2 18 1 12 50 3 12 1 12 9 12 4 12 6 12 19 2 2 13 6 5 2 25
10 3 14 13 3 2 29 10 3 13 10 1 2 6 10 14 13 10 14 2 16 10 13 14 13 3 2 29 10 3
62 36 34 29 10 2 14 34 62 36 34 16 10 2 14 2 13 14 16 14 3 14 2 13 1 13 3 9 3 2
2 3 13 14 16 2 2 2 2 2 29 14 16 13 2 2 2 14 13 3 14 2 2 3 1 9 4 2 6 10
18 5 12 8 12 19 2 31 21 2 7 8 2 18 5 12 6 12 19 2 2 4 4 2 18 6 12 5 12 19
26 8 19 2 18 40 7 10 2 28 40 6 19 2 2 18 4 20 9 19 2 18 40 4 22 2 40 1 19 2
4 2 6 33 2 11 10 2 4 6 5 4 2 6 22 4 2 11 21 4 6 5 4 2 2 1 22 3 2 1
8 2 2 7 20 8 5 2 5 10 3 2 2 1 20 9 4 2 15 4 17 6 10 5 2 2 4 9 1 2
10 2 3 10 2 14 10 26 9 10 2 6 10 2 23 10 2 41 33 2 23 10 2 8 23 2 5 10 2 8
13 2 3 13 14 16 14 13 2 3 13 1 9 6 6 2 6 10 11 14 13 16 13 2 15 16 17 14 10 13
1 2 2 1 20 9 2 6 5 2 6 22 2 5 2 2 5 33 2 5 10 2 2 1 9 2 31 21 2 1
18 6 5 23 10 19 2 2 8 33 18 5 8 19 2 2 18 7 10 8 10 23 10 19 2 2 5 33 18 5
2 18 13 1 4 19 2 18 4 9 1 19 2 2 18 4 12 6 12 5 12 23 12 8 12 7 12 19 2 39
